Time		Subtitle		Translation
00:06:46		 house I don't feel like cleaning the house I don't feel like cleaning the   		房子 我不想打扫房子 我不想打扫 房子  不 想 打扫 
00:06:55		 house let's get let's let's   		房子，让我们 去 吧 ， 让 我们 去 吧 ， 让 我们 去 吧 ， 让 我们 去 吃 点 东西 ， 
00:07:11		 eat let's get something to eat let's get something to   		让我们去吃点东西， 让 我们 去 吃 点 东西 ， 让 我们 
00:07:27		 work let's get coffee after work let's get coffee after   		下班后喝咖啡，让我们下班后喝咖啡， 让 我们  下班 后 喝 咖啡 
00:07:34		 work let's get ice cream for dessert let's get ice cream for   		让我们吃冰淇淋当 甜点  让 我们 吃 冰淇淋当 
00:07:40		 dessert let's get ice cream for dessert let's get ice cream for   		甜点  让 我们 吃 冰淇淋当 甜点  让 我们 吃 冰淇淋当 
00:07:48		 dessert let's get ice cream for dessert I   		甜点 让我们吃冰淇淋当 甜点  我 
00:07:55		 believe I believe I believe   		相信我相信我相信 
00:08:00		 believe I believe they are telling the truth I believe they are telling the   		相信我相信他们说的是 实话  我 相信  他们 说 的 是 
00:08:09		 truth I believe they are telling the truth I believe they are telling the   		实话 我相信他们说的是 实话  我 相信 他们 说 的 是 
00:08:18		 truth I believe he has a bright future I believe he has a bright   		实话 我相信他 有 一 个 光明 的 未来  我 相信 他 有 一 个 光明 的 
00:08:27		 future I believe he has a bright future I believe he has a bright   		未来 我相信他有一个光明的未来 我 相信 他 有 一 个 光明 的 
00:08:34		 future I believe they will succeed I believe they will   		未来 我相信他们 会 成功  我 相信 他们 会 
00:08:42		 succeed I believe they will   		成功 我相信他们会 
00:08:46		 succeed I am not convinced I am not   		成功 我不相信 我不 相信  我 不 
00:08:52		 convinced I am not convinced I am not convinced   		相信  我 不 相信 
00:09:00		 I am not convinced it's the right time I am not convinced it's the right   		我不相信这是正确的 时间  我 不 相信 这 是 正确 的 
00:09:07		 time I am not convinced it's the right   		时间 我不 相信 这 是 正确 的 时间  对 的 
00:09:12		 time I am not convinced it's the right time I am not convinced she's qualified   		时间 我不相信 这是对的 时间  我 不 相信 她 有 资格 胜任 这 份 
00:09:20		 for the job I am not convinced she's qualified   		工作  我 不 相信 她 有 资格 胜任 这 份 
00:09:25		 for the job I am not convinced   		工作  我 不 相信 
00:09:30		 she's qualified for the job I am not convinced she's qualified   		她有资格胜任这份 工作  我 不 相信 她 有 资格 胜任 这 份 
00:09:36		 for the job I am not convinced it's worth the   		工作  我 不 相信  它 值 这个 
00:09:41		 price I am not convinced it's worth the price I am not   		价 我不相信它值这个 价  我 不 
00:09:49		 convinced it's worth the price I am not convinced it's worth the   		相信它值这个 价  我 不 相信 它 值 这个 
00:09:56		 price have you ever   		价 你 有 没有 
00:10:01		 noticed have you ever noticed have you ever   		注意到你有没有 注意 到 你 有 没有 注意 到 你 有 没有 
00:10:08		 noticed have you ever noticed have you ever noticed how fast   		注意到你有 没有 注意 到 它 有 多 快 
00:10:13		 time flies have you ever noticed how fast   		时间 过 得 有 多 快 你 有 
00:10:17		 time flies have you ever noticed how fast   		没有 注意 到 时间 过 得 有 多 快 你 
00:10:22		 time flies have you ever noticed how fast   		有 没有 注意 到 时间 过 得 有 多 快 你 有 
00:10:26		 time flies have you ever noticed how well they work   		没有 注意 到 时间 过 得 有 多 快 你 有 没有 注意 到 他们 合作 得 有 多 好 你 有 
00:10:33		 together have you ever noticed how well they work   		没有注意到他们合作得有多好你有没有注意到 他们 合作 得 
00:10:38		 together have you ever noticed how well they work   		有多好你有没有注意到 他们 
00:10:42		 together have you ever noticed how easily he gets   		一起工作 你是否注意到他多么 容易 
00:10:47		 mad have you ever noticed how easily he gets   		生气 你是否注意到他多么容易 
00:10:53		 mad have you ever noticed how easily he gets mad   		生气 你是否注意到他多么容易 生气  你 
00:10:59		 have you ever noticed how easily he gets mad I   		是否注意到他多么容易生气 你是否注意到他多么容易 生气  我 
00:11:06		 feel I feel I   		感觉我 感觉 我 
00:11:10		 feel I feel exhausted after a long day at   		感觉我感觉精疲力尽 漫长的一天 
00:11:15		 work I feel exhausted after a long day at   		工作后 我感到精疲力尽 经过 
00:11:20		 work I feel exhausted after a long day at   		漫长 的 一 天 工作 后  我 感到 精疲力 尽  我 在 
00:11:27		 work I feel exhausted after a long day at   		一整天的工作后感到精疲力尽 当 
00:11:31		 work I feel happy when I spend time with my   		我与家人共度时光时感到快乐 
00:11:36		 family I feel happy when I spend time with my   		当我与家人共度时光时感到快乐 
00:11:41		 family I feel happy when I spend time with my   		家人 当我 与 
00:11:46		 family I feel happy when I spend time with my   		家人共度时光时，我感到幸福 当我与家人共度时光时，我感到幸福 我很幸运 
00:11:51		 family I feel lucky to have such supportive   		有如此 支持的 
00:11:55		 friends I feel lucky to have such supportive   		朋友 我很幸运有如此 支持的朋友 我很幸运有如此支持的朋友 
00:12:05		 friends I feel lucky to have such supportive   		我很幸运有如此支持的朋友 这些 支持你的 
00:12:10		 friends do you remember do you   		朋友你还 记得 吗 你 记得 你 
00:12:16		 remember do you remember do you remember our trip to   		记得你 记得 你 记得 我们 的 夏威夷之 旅 你 
00:12:22		 Hawaii do you remember our trip to Hawaii do you remember our trip to   		记得 我们 的 夏威夷之 旅 你 记得 我们 的 夏威夷之 旅 你 
00:12:31		 Hawaii do you remember the first day of school do you remember the first day of   		记得开学第一天 你 记得 开学 第一 天 吗 
00:12:38		 school do you remember the first day of school do you remember the first day of   		你记得开学的第一天 你 记得 开学 的 第一 天 
00:12:46		 school do you remember the first day of school do you remember the name of that   		你记得开学的第一天 你 记得 那个 演员 的 名字 
00:12:54		 actor do you remember the name of that actor   		你记得那个演员的名字 
00:12:59		 do you remember the name of that actor I can't   		你记得那个演员的名字吗 我 不 记得 
00:13:05		 imagine I can't imagine I can't   		我无法 想象 我 无法 
00:13:13		 imagine I can't imagine I can't imagine doing that   		想象我无法想象我 无法 想象 我 无法 想象 我 无法 
00:13:19		 job I can't imagine doing that job I can't imagine doing that job   		想象做那项 工作 我 无法 想象 做 那 项 工作 我 无法 想象 做 那 项 工作 我 
00:13:29		 I can't imagine doing that job I can't imagine not having any   		无法想象我无法想象做那项 工作 我 无法 想象  无法 想象 没有 
00:13:37		 friends I can't imagine not having any friends I can't imagine not having any   		朋友 我无法想象没有 朋友  我 无法 想象 没有 
00:13:45		 friends I can't imagine traveling alone I can't imagine traveling   		朋友 我无法想象 独自 旅行  我 无法 
00:13:53		 alone I can't imagine traveling alone I can't imagine traveling   		想象独自旅行 我无法想象 独自 旅行  我 不 能  想象 
00:14:02		 alone I will never forget I will never   		独自旅行 我永远不会 忘记  我 永远 不 会 
00:14:08		 forget I will never forget I will never forget the day we   		忘记 我永远不会 忘记  我 永远 不 会 
00:14:14		 met I will never forget the day we met I will never forget the day we   		忘记我们相遇的那一天 我永远不会忘记我们 相遇 的 那 天  我 永远 不 会 忘记 我们 
00:14:23		 met I will never forget that amazing concert I will never forget   		相遇的那天 我永远不会忘记那场精彩的 音乐会  我 永远 不 会  忘记 
00:14:29		 that amazing concert I will never forget that amazing   		那场精彩的 音乐会  我 永远 不 会 忘记 那 场 精彩 的 
00:14:35		 concert I will never forget the kindness you showed   		音乐会 我永远不会忘记 你 向 
00:14:41		 me I will never forget the kindness you showed   		我展示的善意 我永远不会忘记你向我展示的善意 我永远不会 
00:14:45		 me I will never forget the kindness you showed   		忘记你向 
00:14:51		 me I will never forget the kindness you showed   		我展示的善意 我永远不会忘记你向 
00:14:56		 me are you ready to are you ready   		我展示的善意 你准备好了吗 您 准备 好 了 吗  您 准备 好 了 吗  您 准备 好 
00:15:03		 to are you ready to are you ready to start the   		开始 
00:15:08		 meeting are you ready to start the meeting are you ready to start the   		会议了吗 您准备好开始 会议 了 吗  您 
00:15:16		 meeting are you ready to start the meeting are you ready to take the   		准备好开始会议了吗 您准备好开始 会议 了 吗  您 准备 好 参加 考试 了 吗  您 
00:15:23		 exam are you ready to take the exam are are you ready to take the   		准备好参加考试了吗 考试  你 准备 好 参加 
00:15:31		 exam are you ready to take the exam are you ready to make a   		考试了吗 你准备好参加 考试 了 吗  你 准备 好 做 
00:15:38		 decision are you ready to make a decision are you ready to make a   		决定了吗 你准备好做 决定 了 吗  你 准备 好 做 决定 了 吗  我 
00:15:49		 for I apologize for I apologize   		为你道歉 我为你道歉 我 为 你 道歉  我 
00:15:56		 for I apologize for   		为你道歉 为给您带来的不便深表歉意 我为给您带来的不便深表歉意 我为给您带来的不便深表歉意 我为给您带来的不便深表歉意 我为您的误解深表歉意 我为您的误解深表歉意 我为您的 
00:16:37		 misunderstanding I apologize for the misunderstanding I apologize for not   		误解深表歉意 我为您的 误解 深 表 歉意  我 很 抱歉 没有 早 点 
00:16:43		 returning your call earlier I apologize for not returning   		回你的电话 我 很 抱歉 没有 早点 回 
00:16:49		 your call earlier I apologize for not   		你的电话 我 很 抱歉 没有 早 点 
00:16:54		 returning your call earlier I apologize for not returning your call   		回你的电话 我很 抱歉 没有 早点 回 你 的 电话  你 能 
00:17:09		 believe can you believe can you believe she won the   		能相信吗？ 你能 相信 吗 ？  你 能 相信 她 中 了 
00:17:16		 lottery can you believe she won the lottery can you believe she won the   		彩票吗？ 相信她中了 彩票  你 能 相信 她 中 了 
00:17:23		 lottery can you believe she won the lottery can you believe believe he broke   		彩票 你能相信她中了 彩票  你 能 
00:17:29		 his own record can you believe he broke his own   		相信 他 打破 了 自己 的 纪录  你 能 相信 他 打破 了 自己 的 纪录  你 
00:17:36		 record can you believe he broke his own record can you believe he broke his own   		能相信他打破了自己的纪录 你 相信 他 打破 了 自己 的 纪录 吗  自己 的 
00:17:44		 record can you believe they won the championship can you believe they won   		记录 你能相信他们赢得了 冠军  你 能 相信 他们 赢得 了 
00:17:51		 the championship can you believe they won   		冠军  你 能 相信 他们 赢得 了 
00:17:55		 the championship   		冠军 
00:17:59		 there's no way there's no   		不可能，不可能， 
00:18:03		 way there's no way there's no   		不 可能 ， 
00:18:09		 way there's no way she's older than me there's no way she's older than   		不可能，她 不 可能 比 我 年 长 ， 她 不 可能 比 
00:18:17		 me there's no way she's older than me there's no way she's older than   		我年长，有 她不可能比 我 大  她 不 可​​ 能 比 
00:18:25		 me there's no way I am eating that spicy food there's no way I am eating that   		我大 我不可能吃那种辣的 食物  我 不 可能 吃 那 种 
00:18:32		 spicy food there's no way I am eating that   		辣的 食物  我 不 可能 吃 那 种 
00:18:37		 spicy food there's no way I'm eating that   		辣的 食物  我 不 可能 吃 那 种 
00:18:42		 spicy food there's no way I am wearing that   		辣的 食物  我 不 可能 穿 那 件 
00:18:47		 outfit there's no way I am wearing that outfit there's no way I am wearing that   		衣服 我不可能穿那件 衣服  我 不 可能 穿 那 件 
00:18:56		 outfit there's no way I am wearing that outfit can you   		衣服 我不可能穿那件 衣服  你 能 
00:19:03		 explain can you explain can you   		解释一下 你能 解释 一下  你 能 
00:19:09		 explain can you explain why you are late can you explain why you are   		解释一下 你能解释一下你为什么 迟到 吗  解释 一下 你 迟到 的 原因  你 
00:19:17		 late can you explain why you are late can you explain what happened last   		能 解释 一下 你 迟到 的 原因  你 能 解释 一下 昨晚 发生 的 事情  你 
00:19:25		 night can you explain whated happened last   		能解释一下昨晚发生的事情 你 
00:19:30		 night can you explain what happened last night can you explain your point of   		能解释一下昨晚发生的事情吗 你能 解释 一下 你 的 观点  你 能 
00:19:37		 view can you explain your point of view can you explain your point of   		解释一下你的 观点 吗  你 能 解释 一下  你 的 
00:19:45		 view can you teach me how to can you teach me how   		观点 你能教我 如何 吗  你 能 教 我 如何 吗  你 能 
00:19:55		 to can you teach me how to can you teach me how to   		教我如何吗 你能 教 我 如何 
00:20:01		 swim can you teach me how to swim can you teach me how to   		游泳 你能教我如何 游泳 吗  你 能 教 我 如何 
00:20:09		 swim can you teach me how to [Music]   		游泳 你能教我如何吗 [ 音乐] 
00:20:12		 swim can you teach me how to speak Spanish can you teach me how to speak   		游泳 你能教我如何说 西班牙语  你 能 教 我 如何 说 
00:20:20		 Spanish can you teach me how to speak Spanish can you teach me how to do   		西班牙语 你能教我如何说 西班牙语  你 能 教 我 如何 
00:20:27		 makeup can you can you teach me how to do   		化妆 你能教我如何化妆 你能教我如何 
00:20:31		 makeup can you teach me how to do makeup can you teach me how to do   		化妆 你能教我如何化妆吗 化妆  你 能 教 我 怎么 
00:20:39		 makeup you should definitely you should   		化妆吗 你绝对应该 你 绝对 应该  你 绝对 应该  你 绝对 应该  你 绝对 应该 早点 睡觉  你 
00:20:56		 early you should definitely go to bed early you should definitely go to bed   		绝对应该早点睡觉 你 绝对 应该 早点 睡觉  你 
00:21:04		 early you should definitely go to bed early you should definitely ask for   		绝对应该早点睡觉 尽早  你 绝对 应该 寻求 
00:21:12		 help you should definitely ask for help you should definitely ask for   		帮助 你绝对应该寻求 帮助  你 绝对 应该 寻求 
00:21:21		 help you should definitely ask for help you should definitely call your mom   		帮助 你绝对应该寻求 帮助  你 绝对 应该 打 电话 给 你 妈妈  你 绝对 应该 
00:21:30		 you should definitely call your mom you should definitely call your   		打 电话 给 你 妈妈  你 绝对 应该 打 电话 给 你 
00:21:37		 mom you should definitely call your mom you should definitely call your   		妈妈 你绝对应该打电话给你 妈妈  绝对 应该 叫 你 
00:21:46		 mom no offense but no offense   		妈妈 无意冒犯 但 无意 冒犯 
00:21:52		 but no offense but no offense but your outfit looks strange   		但无意冒犯但无意冒犯但你的 衣服 看 起来 很 奇怪 
00:21:59		 no offense but your outfit looks strange no offense but your outfit looks   		无意冒犯但你的衣服看起来很奇怪 无意 冒犯 但 你 的 衣服 看 起来 很 
00:22:09		 strange no offense but your outfit looks strange no offense but I think you are   		奇怪无意冒犯但你的衣服看起来很 奇怪 无意 冒犯 但 我 认为 你 
00:22:18		 mistaken no offense but I think you are mistaken no offense but I think you are   		错了 无意冒犯，但我认为你 错 了 ， 无意 冒犯 ， 但 我 认为 你 
00:22:26		 mistaken no offense but I think you are   		搞错了， 无意 冒犯 ， 但 我 认为 你 
00:22:31		 mistaken no offense but your dog is quite   		搞错了，无意冒犯，但你的狗很烦人，无意冒犯，但你的狗很烦人， 
00:22:41		 annoying no offense but your dog is quite   		无意冒犯，但你的狗 很 
00:22:46		 annoying no offense but your dog is quite   		烦人，无意冒犯。 但你的狗 很 
00:22:51		 annoying I am used to I am used to   		烦人 我 习惯 了  我 习惯 了  我 习惯 了  我 
00:22:58		 I am used to I am used to working long   		习惯 了 长 时间 工作 
00:23:04		 hours I am used to working long hours I am used to working long   		我习惯了长时间工作 我 
00:23:14		 hours I am used to working long   		习惯了长时间工作 我习惯了长时间工作 
00:23:18		 hours I am used to the noise in the city I am used to the noise in the city   		我习惯了 城市里的噪音 我 习惯 了 城市 里 的 噪音 
00:23:28		 I am used to the noise in the city I am used to the cold   		我习惯了城市里的噪音 我 习惯 了 寒冷 的 
00:23:34		 weather I am used to the cold weather I am used to the cold   		天气  我 习惯 了 寒冷 的 天气  我 
00:23:43		 weather I am used to the cold weather I think it's best   		习惯了寒冷的天气 我习惯了寒冷 天气  我 认为 这 是 最 好 的 
00:23:50		 to I think it's best to I think it's best   		我认为这是最好的 我 认为 这 是 最 好 的  我 
00:23:57		 to I I think it's best to I think it's best to save some   		认为这是最好的 我认为这是最好的 我认为这是最好的 我认为这是最好的 我认为这是最好的 我认为这是最好的 我认为这是最好的 我 
00:24:03		 money I think it's best to save some money I think it's best to save some   		认为 这 是 最 好 的  我 认为 这 是 最 好 的  我 认为 这 是 
00:24:12		 money I think it's best to save some money I think it's best to stay   		最好的 我认为这是最好的 省 点 钱  我 认为 最好 保持 
00:24:21		 calm I think it's best to stay calm I think it's best to stay calm   		冷静 我认为最好保持 冷静  我 认为 最好 保持 冷静 
00:24:29		 I think it's best to follow your instincts I think it's best to follow   		我认为最好遵循你的 直觉  我 认为 最好 遵循 
00:24:35		 your instincts I think it's best to follow   		你的 直觉  我 认为 最好 遵循 
00:24:39		 your   		你的 
00:24:41		 instincts I am not sure why I am not sure   		直觉 我认为最好 不知道 为什么  我 
00:24:50		 why I'm not sure why I am not sure why I am so   		不知道为什么 我 不 知道 为什么  我 不 知道 为什么 我 这么 
00:24:56		 tired I am not sure why I am so tired I am not sure why I am so   		累 我不知道为什么我这么 累  我 不 知道 为什么 我 这么 
00:25:05		 tired I am not sure why the TV is not working I am not sure why the TV is not   		累 我不知道为什么电视不看 正在 工作  我 不 知道 为什么 电视 不 
00:25:15		 working I am not sure why the TV is not working I am not sure why the dog is   		工作 我不知道为什么电视不 工作  我 不 知道 为什么 狗 在 
00:25:23		 barking I am not sure why the dog is barking   		吠叫 我不知道为什么狗在 吠叫 
00:25:29		 I am not sure why the dog is   		我不知道为什么狗在 
00:25:33		 barking my bad my   		吠叫 我 不 好  我 的 
00:25:38		 bad my bad my   		错我的 错我 的 
00:25:43		 bad my bad I thought it was next week my bad I thought it was next   		错我的错我以为这是 下 周 我 的 错 我 以为 这 是 
00:25:53		 week my bad I thought it was next week my bad I will fix it right   		下周我的错我以为这是下周 我 的 错 我 会 立即 修复 它 我 的 
00:26:02		 away my bad I will fix it right away my bad I will fix it right   		坏我会立即修复它我 的 坏 我 会  马上 修好 
00:26:11		 away my bad I will fix it right away my bad I forgot to bring the   		我的错 我会马上修好 我 的 错  我 忘 了 带 
00:26:20		 report my bad I forgot to bring the report my bad I forgot to bring the   		报告 我的错 我忘了带 报告  我 的 错  我 忘 了 带 
00:26:27		 report my bad I forgot to bring the   		报告 我 的 错  我 忘 了 带 
00:26:32		 report my bad I forgot to bring the   		报告 我的错 我忘了带 
00:26:38		 report I have never I have   		报告 我从来 没有 学 过  我 从来 
00:26:50		 never I have never learned how to swim I have never learned how to swim   		没有学过 我从来没有学过 我 从来 没有 学过 如何 游泳 
00:26:58		 I have never learned how to swim I have never learned how to   		我从来没有学过如何游泳 我从来没有学过如何 游泳  我 从来 没有 学过 如何 
00:27:07		 swim I have never visited a zoo I have never visited a   		游泳 我从来没有去过 动物园  我 从来 没有 学 过  从未 去 过 
00:27:16		 zoo I have never visited a zoo I have never played the   		动物园 我从未去过 动物园  我 从未 弹 过 
00:27:23		 piano I have never played the piano I have never never played the   		钢琴 我从未弹过钢琴 
00:27:31		 piano I have never played the piano I will let you   		我从未弹过钢琴 我从未弹过钢琴 我 会 让 你 
00:27:38		 know I will let you know I will let you   		知道 我会让你 知道  我 会 让 你 
00:27:45		 know I will let you know once I have more   		知道 一旦我有 更多 
00:27:50		 information I will let you know once I have more   		信息，我会让您知道 一旦我 有 更 多 
00:27:55		 information I will let you know once I have more   		信息，我会让您知道 一旦我 有 更 多 
00:28:00		 information I will let you know if anything   		信息，我会让您知道 如果有 任何 
00:28:04		 changes I will let you know if anything changes I will let you know if anything   		变化，我会让您知道 如果有任何 变化 ， 我 会 让 您 知道  知道 是否 有 任何 
00:28:13		 changes I will let you know if anything changes I will let you know when I am   		变化 我会让您知道 如果有任何 变化  我 会 在 我 准备 好 时 让 您 知道 
00:28:21		 ready I will let you know when I am ready I will let you know when I am am   		我会在我 准备 好 时 让 您 知道  我 会 在 我 准备 好 时 让 您 知道 
00:28:30		 ready we need to we need   		我们需要 我们 需要 
00:28:35		 to we need to we need to work together on   		我们需要 我们  需要 在 
00:28:41		 this we need to work together on this we need to work together on   		这方面共同努力 我们需要在 这 方面 共同 努力  我们 需要 在 这 方面 共同 努力  我们 需要 在 这 方面 共同 努力  我们 
00:28:49		 this we need to work together on this we need to improve our   		需要 改善 我们 的 
00:28:55		 communication we need to improve our   		沟通 我们 需要 改善 我们 的 
00:29:01		 communication we need to improve our communication we need to improve our   		沟通 我们需要改善我们的 沟通  我们 需要 改善 我们 的 沟通 
00:29:10		 communication we need to improve our communication we need to support each   		沟通 我们需要改善我们的 沟通  我们 需要 互相 支持 
00:29:17		 other we need to support each other we need to support each   		我们需要互相支持 我们 需要 互相 支持  这 是 
00:29:26		 other it's worth it to it's worth it   		值得的 值得的 
00:29:32		 to it's worth it to it's worth it to eat   		值得 的  健康 饮食 
00:29:38		 healthy it's worth it to eat healthy it's worth it to eat   		值得 健康 饮食  吃 得 
00:29:47		 healthy it's worth it to eat healthy it's worth it to invest in   		健康是值得的 吃得 健康 是 值得 的  投资 
00:29:55		 yourself it's worth it to invest in yourself it's worth it to invest in   		自己是值得的 投资 自己 是 值得 的  投资 
00:30:04		 yourself it's worth it to invest in yourself it's worth it to exercise   		自己是值得的 投资 自己 是 值得 的 
00:30:11		 daily it's worth it to exercise daily it's worth it to exercise   		每天锻炼是值得的 锻炼是值得的 每 天  每 天 锻炼 是 值得 的 
00:30:20		 daily it's worth it to exercise daily what time   		每 天 锻炼 是 值得 的  几点钟 
00:30:32		 time what time did you wake up this morning what time did you wake up this   		几点钟 你今天早上几点起床 你 今天 早上 
00:30:39		 morning what time did you wake up this morning what time does the movie   		几点起床 你今天早上几点起床 电影 几 点 
00:30:46		 start what time does the movie start what time does the movie   		开始 啥时候 电影几点 开始  电影 几点 开始 
00:30:54		 start what time does the movie start what time does the store   		电影几点开始 商店 几 点 关门  商店 几 点 关门 
00:31:01		 close what time does the store close what time does the store   		商店几点关门 我 
00:31:08		 close I keep thinking I keep   		一直在 想  我 一直 在 
00:31:14		 thinking I keep thinking I keep thinking about our last   		想 我一直在 想  我 一直 在 想 我们 的 最后 一 次 
00:31:20		 vacation I keep thinking about our last vacation I keep thinking about our last   		假期 我一直在想我们的最后一个 假期  我 一直 在 想 我们 的 最后 一 个 
00:31:30		 vacation I keep thinking about our last   		假期 我一直在想我们的最后一个 
00:31:35		 vacation I keep thinking when I can see you   		假期 我一直在想我什么时候可以再次见到 你 我一直在想什么时候我可以再次见到你 
00:31:39		 again I keep thinking when I can see you again I keep thinking when I can see you   		我 一直 在 想 什么 时候 我 可以 再次 见到 你 
00:31:49		 again I keep thinking when I can see you again I keep thinking about the   		一直在想什么时候才能再次见到你 我 一直 在 想 
00:31:56		 future I keep thinking about the future I keep thinking about the   		未来 我一直在想 未来  我 一直 在 想 
00:32:04		 future I keep thinking about the future I   		未来 我一直在想 未来  我 
00:32:11		 won't I won't I   		不会 我 不 会  我 
00:32:17		 won't I won't I won't let you   		不会 我不会 我 不 会 赢  我 不 会 让 你 
