Time		Subtitle		Translation
00:06:10		 inspiring I can't wait to read her book I can't wait to read her   		鼓舞人心，我迫不及待地想读她的 书 ， 我 迫不及待地 想 读 她 的 
00:06:18		 book I can't wait to read her book they've been waiting for us for an   		书，我迫不及待地想读她的书。 读她的 书  他们 已经 等 了 我们 一 个 
00:06:25		 hour they've been waiting for us for an hour   		小时 他们已经等了我们一个 小时 
00:06:30		 they've been waiting for us for an hour we should probably   		他们已经等了我们一个 小时  我们 可能 应该 
00:06:35		 apologize we should probably apologize we should probably   		道歉 我们可能应该 道歉  我们 可能 应该 
00:06:44		 apologize we should probably   		道歉 我们可能应该 
00:06:48		 apologize those shoes are perfect for you those shoes are perfect for   		道歉 鞋子非常适合 您  这些 鞋子 非常 适合 
00:06:56		 you those shoes are perfect for you those shoes are perfect for   		您 这些鞋子非常适合您 这些 鞋子 非常 适合 
00:07:03		 you you have to get them you have to get   		您 您必须购买 它们  您 必须 购买 
00:07:08		 them you have to get them you have to get   		它们 您必须购买 它们  您 必须 购买 
00:07:15		 them both options are good both options are   		它们 两种选择都 很 好  两 种 选择 都 可以 
00:07:22		 good both options are good both options are good   		好 两个选择都 好  两 个 选择 都 好 
00:07:29		 you can't go wrong you can't go   		你不会 出错  你 不 会 
00:07:34		 wrong you can't go wrong my head hurts so   		出错 你不会 出错  我 的 头 很 痛  我 的 
00:07:41		 much my head hurts so much my head hurts so much I need to   		头很痛 我 的 头 很 痛  我 需要 
00:07:48		 take some medicine I need to take some   		吃点 药  我 需要  吃 点 
00:07:53		 medicine I need to take some medicine I need to take some   		药 我需要吃点药 我 需要 吃 点 
00:08:02		 medicine take my advice don't procrastinate take my advice don't   		药 接受我的建议 不 要 拖延  接受 我 的 
00:08:11		 procrastinate take my advice don't procrastinate take my advice don't   		建议 不要拖延 接受我的 建议  不 要 拖延  接受 我 的 建议  不 要 
00:08:21		 procrastinate you will regret it in the end you will regret it in the   		拖延 你会后悔的 你 最终 会 后悔 
00:08:28		 end you you will regret it in the end you will regret it in the   		你最终会后悔 你 最终 会 后悔  你 最终 会 后悔 
00:08:36		 end get ready for a great weekend get ready for a great   		准备好度过一个愉快的 周末  准备 好 度过 一 个 愉快 的 
00:08:44		 weekend get ready for a great weekend I have so many   		周末 准备好度过一个愉快的 周末  我 有 很多 
00:08:50		 plans I have so many plans I have so many   		计划 我有很多计划 计划  我 有 很多 
00:08:57		 plans I have so many plans   		计划 我有很多计划 
00:09:01		 keep trying and don't give up keep trying and don't give   		继续尝试，不要 放弃  继续 尝试 ， 不 要 
00:09:08		 up keep trying and don't give up success is just around the   		放弃 继续尝试，不要 放弃  成功 就 在 
00:09:15		 corner success is just around the corner success is just around the   		眼前 成功就在 眼前  成功 就 在 眼前  就 在 拐角 处 ， 
00:09:25		 corner great I am glad you agree great I am glad you   		太棒了，我很高兴你同意， 
00:09:36		 agree great I am glad you agree great I am glad you   		太棒了，我很高兴你同意，太棒了，我很高兴你同意，太棒了， 我 很 高兴 你 
00:09:43		 agree let's get started on the project let's get started on the   		同意，让我们开始这个项目，让我们开始 这个 
00:09:50		 project let's get started on the project let's get started on the project   		项目，让我们开始这个 项目 ， 让 我们 开始 这 个 项目 。  项目 
00:09:59		 let's get started on the project does she like   		让我们开始这个 项目  她 喜欢 
00:10:05		 chocolate does she like chocolate does she like   		巧克力吗 她喜欢 巧克力  她 喜欢 
00:10:12		 chocolate I think she does I think she   		巧克力吗 我想 她 喜欢  我 想 她 
00:10:18		 does I think she does I think she   		喜欢 我想她 喜欢  我 想 她 确实 
00:10:25		 does come over here for a minute come over here for a   		过来这里 一会儿  过来 这里 
00:10:31		 minute come over here for a minute come over here for a   		一会儿 过来这里 等一下 过来 一下 
00:10:40		 minute what's up what's   		怎么 样  怎么样 
00:10:45		 up what's up now it makes   		怎么样 现在 
00:10:51		 sense now it makes sense now it makes   		有道理了 现在有道理了 现在 有 道理 
00:10:56		 sense I finally understand I   		了 我终于明白了 我终于明白 
00:11:01		 finally understand I   		了  我 
00:11:06		 finally understand I finally   		终于 明白 了  我 终于 
00:11:12		 understand can you pay the bill can you pay the   		明白了 你能付帐吗 你 能 
00:11:18		 bill can you pay the bill sure I've got   		付帐吗 可以 你 付帐  确定  我 已经 
00:11:23		 it sure I've got it sure I've got it   		明白了 我确信我已经 明白 了  我 
00:11:30		 sure I've got it even the best chefs make   		确信我已经明白 了  即使 最 好 的 厨师 也 会 
00:11:37		 mistakes even the best chefs make mistakes even the best chefs make   		犯错误 即使最好的厨师也会 犯错误  即使 最 好 的 厨师 也 会 
00:11:45		 mistakes even the best chefs make mistakes it's all a learning   		犯错误 即使最好的厨师也会犯错误 犯错误 ， 这 都 是 一 个 学习 的 
00:11:52		 process it's all a learning process it's all a learning process   		过程，这都是一个 学习 的 过程 ， 这 都 是 一 个 学习 的 过程 ， 
00:12:00		 show me your ID please show me your ID   		请 出示 你 的 身份 证件 ， 请 出示 你 的 身份 证件 ， 请 
00:12:06		 please show me your ID please here it is   		出示你的身份证件，请在这里，这是 
00:12:12		 Officer here it is Officer here it is   		官员，这里是 官员 ， 这里 是 
00:12:20		 Officer forget it I will do it myself forget it I will do it myself   		官员，忘记了，我会做的 我 自己  忘 了 它  我 会 自己 做 
00:12:29		 forget it I will do it myself forget it I will do it   		忘了它 我 会 自己 做  忘 了 它  我 会 自己 做  我 
00:12:36		 myself I can help if you want I can help if you   		可以帮助如果你 想要  我 可以 帮助 如果 你 
00:12:43		 want I can help if you want I can help if you   		想要 我可以帮助如果你 想要  我 可以 帮助 如果 你 
00:12:50		 want she said she will be here at noon she said she will be here at noon   		想要 她说她会的 中午到这里 她 说 她 中午 到 这里 
00:12:59		 she said she will be here at noon she said she will be here at   		她说她中午到这里 她 说 她 中午 到 这里  已经 是 
00:13:06		 noon it's already 12:15 it's already   		12:15  已经 是 
00:13:13		 12:15 it's already 12:15 it's already   		12:15 已经是 12:15  已经 是 
00:13:20		 12:15 good thing we made reservations good thing we made   		12:15 好事了 我们进行了 预订  很 好  我们 进行 了 
00:13:28		 reservations good thing we made   		预订 很 好 我们 进行 了 
00:13:33		 reservations the restaurant was packed when we   		预订 我们到达时餐厅挤满了人 我们 
00:13:41		 arrived the restaurant was packed when we   		到达时餐厅挤满了人 我们 
00:13:45		 arrived the restaurant was packed when we   		到达时餐厅挤满了人 我们 
00:13:53		 arrived the restaurant was packed when we arrived   		到达时餐厅挤满了人 那 
00:13:59		 who's that in the corner who's that in the   		是谁 在 角落里 那个 是 谁  在 
00:14:04		 corner who's that in the corner who's that in the   		角落里那个是谁 在 角落里 那个 是 谁  在 
00:14:10		 corner it looks like Tim it looks like   		角落里 看起来像 蒂姆  看起来 像 
00:14:17		 Tim it looks like Tim keep an eye on the   		蒂姆 看起来像 蒂姆  留意 
00:14:23		 oven keep an eye on the oven keep an eye   		烤箱 留意 烤箱  留意 
00:14:29		 on the oven keep an eye on the   		烤箱  留意 烤箱  盯 着 
00:14:33		 oven don't let it burn don't let it   		烤箱 别让它 燃烧  别 让 它 
00:14:39		 burn don't let it burn they are   		燃烧 别让它 燃烧  他们 
00:14:46		 siblings they are siblings they are   		是兄弟姐妹 他们 是 兄弟 姐妹  他们 是 
00:14:52		 siblings they look alike they look   		兄弟姐妹 他们看起来很像 他们看起来 
00:14:58		 alike they look alike they look   		很像 他们看起来 很 像  他们 看 起来 
00:15:04		 alike she's really talented at singing she's really talented at   		很像 她真的很有 唱歌 天赋  她 真的 
00:15:12		 singing she's really talented at singing I am so   		唱歌很有天赋 她真的很有 唱歌 天赋  我 好 
00:15:18		 jealous I am so jealous I am so   		嫉妒 我好 嫉妒  我 好 
00:15:26		 jealous my car is in the shop my car is in the   		嫉妒 我的车在店里 我 的 车 在 店 里  我 的 车 在 店 里  我 的 车 在 店 里 
00:15:34		 shop my car is in the shop my car is in the   		我 的 车 在 
00:15:41		 shop can you give me a ride to work can you give me a ride to   		店里 你能载我一程吗 去 上班  你 能 载 我 去 
00:15:47		 work can you give me a ride to work can you give me a ride to   		上班吗 你能载我上班吗 你能载 我 上班 吗 
00:15:55		 work say something nice say something   		说些好话 
00:16:01		 nice say something nice say something   		说些好话 说 些 好 话  说 些 
00:16:08		 nice don't be rude don't be   		好话 不要 无礼 
00:16:13		 rude don't be rude don't be   		不要无礼 不要 不要 无礼  不 要 
00:16:19		 rude Welcome to our restaurant Welcome to our   		无礼 欢迎来到我们的 餐厅  欢迎 来到 我们 的 
00:16:27		 restaurant Welcome to our restaurant Welcome to our   		餐厅 欢迎来到我们的 餐厅  欢迎 来到 我们 的 
00:16:34		 restaurant can I see your menu please can I see your menu   		餐厅 我可以看看你的菜单吗 我可以 看看 你 的 菜单 吗 
00:16:41		 please can I see your menu please stand back there's a   		请我可以看看你的菜单 请 站 到 后面  后面 有 一 个 
00:16:48		 fire stand back there's a fire stand back there's a   		火站 那里有 后面 有 一 个 消防站  发生 
00:16:55		 fire get out of the building get out of the   		火灾 离开大楼 离开 
00:17:01		 building get out of the building every day I wake up at 6:00   		大楼 离开 大楼  每 天  我 每 天 早上  6:00  起床 
00:17:09		 a.m. every day I wake up at 6:00 a.m. every day I wake up at 6:00   		我每天早上 6:00 起床  我 每 天 早上  6:00  起床 ：  每 天 早上  00 
00:17:18		 a.m. every day I wake up at 6 a.m. every day I wake up at 6:00   		点 我早上 6 点起床 每 天 我 早上  6:00  起床 
00:17:27		 a.m. I a morning person I am a morning   		我 是 一 个 早起 的 人  我 
00:17:33		 person I am a morning person I am a morning   		是一个早起的人 我 是 一 个 早起 的 人  我 是 一 个 早起 的 
00:17:41		 person now is not the time now is not the   		人 现在不是 时候  现在 不 是 
00:17:48		 time now is not the time now is not the   		时候 现在 不 是 时候  不 是 
00:17:55		 time we will talk about it later we will talk about it   		我们稍后再谈的时候 我们 稍后 再 谈 
00:18:02		 later we will talk about it later we will talk about it   		我们稍后再谈 我们 
00:18:09		 later since we are friends I trust you since we are friends I trust   		稍后再谈 因为我们是朋友 我相信 你  因为 我们 是 朋友  我 相信 
00:18:17		 you since we are friends I trust you I know you won't let me   		你 因为我们是朋友 朋友，我相信 你 ， 我 知道 你 不 会 让 我 
00:18:24		 down I know you won't let me down I know you won't let me   		失望，我知道你不会让我失望， 我 知道 你 不 会 让 我 
00:18:32		 down there are so many good shows on Netflix there are so many good shows on   		失望，Netflix 上有很多好节目， 
00:18:42		 Netflix there are so many good shows on Netflix I don't know what to   		Netflix 上有很多好节目，有很多 Netflix 上有很多好节目 我 不 知道 该 
00:18:49		 watch I don't know what to watch I don't know what to   		看什么 我不知道该 看 什么  我 不 知道 该 
00:18:56		 watch isn't it amazing isn't it   		看什么 是不是太棒了 是 不 是 
00:19:02		 amazing isn't it amazing isn't it   		太棒了 是不是 太 棒 了  不 是 
00:19:07		 amazing I can't believe my eyes I can't believe my   		太棒了 我 不敢相信我的 眼睛  我 不 敢 相信 我 的 
00:19:15		 eyes I can't believe my eyes someone left their bag on the   		眼睛 我不敢相信我的 眼睛  有 人 把 包落 在 公共 汽车 上 
00:19:22		 bus someone left their bag on the bus someone left their bag on the   		有人把包落在公共汽车上 有 人 把 包落 在 公共 汽车 上 
00:19:31		 bus I hope they realize soon I hope they realize   		我希望他们 很 快 意识 到  我 希望 他们 意识 到 
00:19:40		 soon I hope they realize soon everyone is   		很快我希望他​​们 很 快 意识 到 每 个 人 都 被 
00:19:46		 invited everyone is invited everyone is   		邀请每个人都被 
00:19:54		 invited everyone is invited everyone is   		邀请每个人都被邀请每个人都被 
00:20:02		 invited everyone is invited it's going to be   		邀请每个人都被 邀请 这 会 很 有趣 这 会 
00:20:07		 fun it's going to be fun it's going to be   		很 有趣 这 会 很 
00:20:16		 fun it's going to be fun Cut the Cake into small   		有趣这会很 有趣 把 蛋糕 切成 小 块  把 
00:20:24		 pieces Cut the Cake into small pieces Cut the Cake into small   		蛋糕切成小块 把 蛋糕 切成 小 块  把 
00:20:32		 pieces Cut the Cake into small pieces there are a lot of people   		蛋糕切成小块 
00:20:39		 here there are a lot of people here there are a lot of people   		这里有很多人 这里有很多人 这里 有 很多 人  这里 
00:20:50		 here who's in charge here who's in charge   		是负责人 这里 是 负责人 
00:20:56		 here who's in charge here I need to talk to   		这里是负责人 我 需要 和 
00:21:01		 them I need to talk to them I need to talk to   		他们说话 我需要和 他们 说话  我 需要 和 
00:21:08		 them isn't this place beautiful isn't this place   		他们说话 这个地方 不 美丽  这个 地方 
00:21:15		 beautiful isn't this place beautiful I love the view from   		不美丽 这个地方不 美丽  我 喜欢 
00:21:20		 here I love the view from here I love the view from here   		这里的景色 我喜欢 这里 的 景色  我  喜欢 这里 的 景色 ， 
00:21:29		 your turn to pay for dinner your turn to pay for   		轮到你付 晚餐费 了 ， 轮到 你 付 
00:21:35		 dinner your turn to pay for dinner I got it last   		晚餐费了，轮到你付 晚餐费 了 ， 我 上 次 得到 了 ， 我 
00:21:41		 time I got it last time I got it last   		上次得到了， 我 上 次 得到 了 ， 
00:21:48		 time no way that can't be true no way that can't be   		不可能，这不可能是 真的 ， 不 可能 ， 不 可能  这 不 是 
00:21:56		 true no way that can't be true no way that can't be   		真的，这不可能是真的，这 不 可能 是 
00:22:02		 true I don't believe it I don't believe   		真的，我不相信， 我 不 相信 ， 
00:22:10		 it I don't believe it what's your favorite TV   		我不相信， 你 最 喜欢 的 电视 
00:22:17		 show what's your favorite TV show what's your favorite TV   		节目是什么，你最喜欢的电视节目是什么，你最喜欢的电视 节目 是 什么 ？  最 喜欢 的 电视 
00:22:24		 show I love friends I love   		节目 我爱朋友 我 爱 
00:22:31		 friends I love friends who's the new guy in your   		朋友 我爱 朋友  谁 是 你 办公室 的 新人 
00:22:38		 office who's the new guy in your office who's the new guy in your   		谁是你 办公室 的 新人  谁 是 你 
00:22:46		 office his name is Steve his name is   		办公室的新人 他的名字是 史蒂夫  他 的 名字 是 
00:22:53		 Steve his name is Steve his name is Steve   		史蒂夫 他的名字是 史蒂夫  他 的 名字 是 史蒂夫 
00:23:00		 leave when do you want to leave when do you want to   		离开 你想什么时候 离开  你 想 什么 时候 
00:23:06		 leave when do you want to leave how about in an   		离开 你想什么时候 离开  一 
00:23:11		 hour how about in an hour how about in an   		小时内怎么样 一 小时 内 怎么样  一 
00:23:19		 hour how about in an hour may I ask a   		小时内怎么样 一 小时 内 怎么样  我 可以 问 一 个 
00:23:26		 question may I ask a question may I ask a   		问题 我可以问一个 问题  我 可以 吗  问 一 个 
00:23:33		 question may I ask a question of course go   		问题 我可以问一个 问题  当然 继续 
00:23:38		 ahead of course go ahead of course go   		当然 继续  当然 继续 
00:23:45		 ahead I will be back soon I will be back   		我 很 快 就 会 回来  我 
00:23:51		 soon I will be back soon I am just running to the store   		很快就会回来 我 很 快 就 会 回来  我 正 跑 去 商店 
00:23:59		 I am just running to the store I am just running to the   		我正跑去 商店  我  我 只是 跑到 
00:24:05		 store I am just running to the store that was a great   		商店 我只是跑到 商店  那 是 一 场 伟大 的 
00:24:13		 performance that was a great performance that was a great   		表演 那是一场伟大的 表演  那 是 一 场 伟大 的 
00:24:22		 performance you should be proud of yourself you should be proud of   		表演 你应该为 自己 感到 骄傲  你 应该 为 
00:24:29		 yourself you should be proud of yourself does anyone know what   		自己感到骄傲 你应该为 自己 感到 骄傲  有 谁 知道 什么 
00:24:36		 happened does anyone know what happened does anyone know what   		发生了 有谁知道发生了什么事 
00:24:44		 happened does anyone know what happened I miss the beginning of the   		有谁知道发生了什么事 有人知道发生了什么 事  我 
00:24:50		 story I missed the beginning of the story I missed the beginning of the   		错过了故事的开头 我 错过 了 故事 的 开头  我 错过 了 故事 的 开头 
00:24:59		 story I missed the beginning of the story stop making   		我错过了故事的开头 别吵了 
00:25:07		 noise stop making noise stop making   		别 吵 了  停止 制造 
00:25:15		 noise stop making noise sorry my   		噪音 停止制造 噪音 
00:25:21		 bad sorry my bad sorry my bad   		对不起，对不起， 对 不 起 ， 对 不 起 ， 对 不 起 ， 我 昨天 
00:25:30		 I was there yesterday I was there   		在那儿，昨天在那儿，昨天在那儿，昨天在 
00:25:35		 yesterday I was there yesterday I was there   		那儿 ， 这 
00:25:41		 yesterday it was a great experience it was a great   		是一次很棒的 经历 ， 这 是 一 次 很 棒 的 
00:25:49		 experience it was a great   		经历，这是一次很棒的经历， 
00:25:53		 experience their teamwork was impressive their teamwork was   		他们的团队合作令人印象 深刻  他们 的 团队 合作 令 人 印象 
00:26:00		 impressive their teamwork was impressive their teamwork was   		深刻 他们的团队合作令人印象 深刻  他们 的 团队 合作 令 人 印象 
00:26:09		 impressive their teamwork was impressive they made it look   		深刻 他们的团队合作令人印象 深刻  他们 让 事情 看 起来 
00:26:15		 easy they made it look easy they made it look   		很容易 他们 让 事情 看 起来 很 容易  他们 让 事情 看起来 很 
00:26:22		 easy now it's your turn now it's your turn   		容易 现在轮到你了 现在 轮到 你 了 
00:26:30		 now it's your turn go ahead and   		现在轮到你了 继续 
00:26:34		 speak go ahead and speak go ahead and   		说 继续说 说 吧 ， 说 吧 ， 
00:26:42		 speak will you join me for dinner tonight will you join me for dinner   		说吧， 今晚 你 能 和 我 一起 吃 晚饭 吗 ？ 
00:26:50		 tonight will you join me for dinner tonight will you join me for dinner   		今晚你能和我一起吃晚饭吗？ 今晚 你 能 和 我 一起 吃 晚饭 吗 ？ 你 今晚 能 和 我 一起 吃 晚饭 吗 ？ 我 
00:26:56		 tonight I'd love to what   		很 乐意 到 什么 
00:27:01		 time I'd love to what time I'd love to what   		时间，我很乐意到什么 时间 ， 我 愿意  我 爱 你 ， 
00:27:09		 time you've been a great help you've been a great   		你给了我很大的 帮助 ， 你 给 了 我 很 大 的 
00:27:15		 help you've been a great help you've been a great   		帮助， 你 给 了 我 很 大 的 
00:27:22		 help no problem at all no problem at   		帮助，没有问题， 没有 问题 ， 
00:27:29		 all no problem at all my car broke   		没有问题， 我 的 车 
00:27:36		 down my car broke down my car broke   		坏了，我的车坏了。 坏 了  我 的 车坏 
00:27:42		 down I will call for a tow truck I will call for a tow   		了 我会叫一辆 拖车  我 会 叫 一 辆 
00:27:51		 truck I will call for a tow truck it is what it is   		拖车 我会叫一辆 拖车  这 就 是 它 的 样子  这 是 它 的 样子 
00:27:58		 it is what it is it is what it   		这 是 它 的 样子 
00:28:04		 is you have to accept it you have to accept   		你必须接受 它  你 必须 接受  接受 
00:28:11		 it you have to accept it that was a great   		它 你必须接受 它  这 是 一 个 很 棒 的 
00:28:18		 joke that was a great joke that was a great   		笑话 这是一个很棒的 笑话  这 是 一 个 
00:28:26		 joke that was a a great joke you had me laughing so   		很棒的笑话 这是一个很棒的 笑话  你 让 我 笑 得 很 
00:28:32		 hard you had me laughing so hard you had me laughing so   		厉害 你让我笑得很 厉害  你 让 我 笑 得 很 
00:28:40		 hard go ahead and sit down go ahead and sit   		厉害 继续 坐下  来 吧 ， 
00:28:50		 down go ahead and sit down I will get you a   		坐下来吧，来吧，坐下 来 ， 我 会 给 你 一 杯 
00:28:56		 drink I will get you you a drink I will get you a   		饮料，我会给你一杯 饮料 ， 我 会 给 你 一 杯 饮料 ， 我 会 给 你 
00:29:04		 drink I will get you a drink he always forgets my   		一杯 饮料 ， 他 总是 忘记 我 的 
00:29:11		 birthday he always forgets my birthday he always forgets my   		生日，他总是忘记我的 生日 ， 他 总是 忘记 我 的 
00:29:20		 birthday he always forgets my birthday it's so thoughtless of   		生日。 他总是忘记我的 生日 ， 他 太 不体贴 了 ， 他 太 不 
00:29:26		 him it's so thoughtless of him it's so thoughtless of   		体贴 了 ， 他 太 不 
00:29:35		 him it's so thoughtless of him was the package   		体贴了，他太不体贴了， 包裹 已 
00:29:42		 delivered was the package delivered was the package   		送达，包裹已 送达 ， 包裹 已 
00:29:50		 delivered was the package delivered I haven't seen   		送达，包裹已 送达 ， 我 没有 看到 ， 
00:29:56		 it I haven't seen   		我没有' 没 看到 
00:30:01		 it I haven't seen it his car is   		我没看到 他 的 车 是 
00:30:07		 red his car is red his car is   		红色的 他的车是 红色 的  他 的 车 
00:30:13		 red mine is blue mine is   		是 红色 的  我 的 是 蓝色 的  我 的 是 
00:30:21		 blue mine is blue you'd better shape up   		蓝色的 我的是 蓝色 的  你 最好 打扮 一下 
00:30:28		 you'd better shape up you'd better shape up I am tired of   		你最好打扮 一下  你 最好 打扮 一下  我 是  厌倦 了 
00:30:34		 your excuses I am tired of your   		你的 借口  我 厌倦 了 你 的 
00:30:40		 excuses I am tired of your   		借口 我厌倦了你的 
00:30:44		 excuses those shoes look brand new those shoes look brand   		借口 这些鞋子看起来 全新  这些 鞋子 看 起来 
00:30:51		 new those shoes look brand new did you just buy   		全新 这些鞋子看起来全新 你 
00:30:59		 them did you just buy them did you just buy   		刚刚买了吗 你刚刚买了 它们  你 刚刚 买 了 吗 
00:31:06		 them did you just buy them throw your clothes in the   		你刚刚买了 他们 把 你 的 衣服 扔进 
00:31:12		 wash throw your clothes in the wash throw your clothes in the   		洗衣机里 把你的衣服 扔进 洗衣机 里  把 
00:31:21		 wash throw your clothes in the wash they are starting to smell   		你的衣服扔进 洗衣机 里  他们 开始 发臭 了 
00:31:29		 they are starting to smell they are starting to   		他们开始 发臭 了  他们 开始 
00:31:35		 smell they are starting to smell keep practicing and you will get   		发臭了 他们开始 发臭 了  继续 练习 ， 你 就 会 的  得到 
00:31:43		 it keep practicing and you will get it keep practicing and you will get   		它 继续练习，你会得到 它  继续 练习 ， 你 会 得到 
00:31:51		 it keep practicing and you will get it it just takes time   		它 继续练习，你会得到 它  这 只是 需要 时间 
00:31:59		 it just takes time it just takes   		这 只是 需要 
00:32:06		 time it just takes time he's always making   		时间 这只是需要 时间  他 总是 找 
00:32:13		 excuses he's always making excuses he's always making   		借口 他总是找 借口  他 总是 找 借口 
00:32:23		 excuses it's time to take responsibility it's time to take   		借口 是时候承担责任了 是 时候 承担 
00:32:33		 responsibility it's time to take   		责任了 是时候承担 
00:32:37		 responsibility it will be ready in a few minutes it will be ready in a few   		责任了 几分钟后就会准备好 
00:32:44		 minutes it will be ready in a few minutes it will be ready in a few   		几分钟后就会准备好 几分钟后就会准备好 
00:32:51		 minutes that's fine I will wait that's fine I will wait   		几分钟后就会准备好 没关系 我会 等 ， 没 关系  我 会 等 ， 
00:32:58		 that's fine I will wait I haven't seen him   		没关系 我会 等  我 今天 
00:33:04		 today I haven't seen him today I haven't seen him   		没见到他 今天 没 见到 他  我 
00:33:11		 today I haven't seen him today I haven't seen him   		今天没见到他 我今天没见到 他  我 今天 没 见到 他 
00:33:17		 today hope he's doing well hope he's doing   		希望他在 做得 很 好  希望 他 做 得 
00:33:24		 well hope he's doing well see you at the concert   		很好 希望他做得很好 
